Hours,Score
4.494481426,14.019859168033182
11.408571676918994,35.850156725563494
8.783927301736862,32.518238636001726
7.183901810364439,23.030085452175232
1.8722236853092382,13.95457397153762
1.8719342440344318,10.402441859612289
0.6970033460183935,7.347794149888758
10.394113749299223,35.34722234507399
7.213380140918506,28.958683938386688
8.496870933552547,32.840092463988675
0.24701393154962936,6.746204850385403
11.638918225943932,41.61112199555474
9.98931169,34.33166606
2.548069328139314,14.270817005145087
2.1818996064852074,10.532065493034203
2.200854118241206,11.609257221210823
3.6509069155144527,15.128789498444466
6.297077179586854,22.51957592080297
5.183340224,18.48268528
3.494749682376503,16.887319358706165
7.342234736668553,30.95852194844605
1.673926327824502,13.535084898482186
3.505735782422618,11.747511339431547
4.39634212,22.056635512793523
5.472839810604431,20.46404392695951
9.422111536716162,35.06853365558526
2.396085385900317,9.469610161559316
6.170813260963339,23.938379524512033
7.108974826344509,27.26809402772425
0.5574049526399727,2.218400482
7.290538223,28.696416167484347
2.0462894842474983,15.17667347625744
0.7806191158233542,6.8179135104251785
11.38662645,43.240383733604034
11.587584396894712,39.193672710326915
9.700768177397533,36.65105812533245
3.6553652300804482,9.310385792388045
1.1720653680766064,15.77252944217021
8.210796318145883,34.118763690166524
5.281829924875216,19.99161326186461
1.464458818137346,3.4771093744805848
5.942122921335242,23.690453868922194
0.41266225338262075,1.9062101189265919
10.911844824945385,39.07009508750862
3.105359779200203,15.550776495093455
7.950267412247784,26.026592729737278
3.7405329130729315,19.584499810061928
6.240816254,26.13917287081971
6.560523352119356,27.60904006822376
2.2182534663063245,11.68133350992566
11.635015533174702,35.658474398782985
9.301593880333375,35.83839845763354
11.273987298770269,38.01084769890344
10.737928205131785,33.04444418581735
7.174799745733022,30.580517335122046
11.062490820277402,44.48569502233973
1.061910024623034,8.061985686931493
2.3517943490297424,18.532746510899102
0.5427274669264568,6.902126586613419
3.903963969159172,15.57052419497846
4.664127476273784,17.10100706626492
3.256188381286751,19.67981236783848
9.944850109823152,32.49411868530614
4.281039920323071,20.048927690894175
3.371214116248569,13.436150843568083
6.512352997898981,23.156138705973856
1.6910906996971518,13.164021181000155
9.626363769048476,32.73898076827737
0.8946077241572499,6.469437034
11.842643239206208,43.92634380914304
9.266937232,37.593003574344536
2.384588178410069,14.087833945082906
0.066265405,3.2344868895778385
9.785537141,32.82478592648129
8.482288126171404,30.686610169734326
8.748086016491847,32.207048235252515
9.25524416,29.802134750274732
0.8885358208090843,9.834721281166845
4.301588742531271,18.161306216512607
1.3904287143015566,4.024161186990281
10.357241110507122,33.28494388413918
7.479577521930695,25.926346544837095
3.9707762982317902,16.693755828172204
0.7627002034322836,12.95593699680884
3.7317878605879464,16.909877500182724
3.9021998643209646,14.18428392326702
8.75527414,31.927714833091798
7.650689656262557,26.89580572642603
10.646552910915918,37.913933451348385
5.666579101943391,23.741440366937017
1.4351309512596204,12.933084795450675
8.558937446675941,30.603952853017745
9.129420583,37.305143333007805
6.735326370833954,27.93004710011044
9.251606159454731,30.63249984392763
5.925547156372689,29.40620846636346
6.272793952583928,24.799365397562077
5.130492220302596,17.886103148991083
0.30502952092914226,10.873827716478692
1.2946971239196534,15.117424127354294
0.377150228,6.032374893563751
7.636924935165364,26.399824024369305
3.772271773,15.799690446386775
6.102848293976433,25.45274006
10.890797687113116,41.50596302643089
2.9915067497864993,15.685982241950219
4.924595076427557,20.07895485469798
9.066613662516584,36.69387629846303
2.7455779858994696,12.298224538543842
0.9237589179455159,10.86403476893727
3.4770174349652163,14.566863909841814
1.934655447048053,12.097035215176838
11.156371828110878,38.12842778996128
9.697444554773003,33.92477711636058
7.600845078125081,26.670375681988613
10.457527082252613,40.407143340299925
9.644064922789374,31.733416654042514
2.238840707,9.495825362251164
10.710707981879732,43.49510464317452
